"ДАТА","ТИП","СО СЧЁТА","НА СЧЁТ / НА КАТЕГОРИЮ","СУММА","ВАЛЮТА","СУММА 2","ВАЛЮТА 2","МЕТКИ","ЗАМЕТКИ"
"01.06.21","Расход","Наличные Медет ","Продукты","190","KZT","190","KZT","","Вода"
"01.06.21","Расход","Kaspi Медет ","Необходимое (Продукты)","290","KZT","290","KZT","","Обед"
"01.06.21","Расход","Kaspi Медет ","Баланс телефона (Платежи)","1290","KZT","1290","KZT","",""
"01.06.21","Перевод","Kaspi Медет ","Магнитола","8998","KZT","8998","KZT","",""
"01.06.21","Расход","Kaspi Медет ","Общие (Платежи)","1995","KZT","1995","KZT","","Обслуживание"
"01.06.21","Расход","Наличные Медет ","Личный транспорт (Транспорт)","2100","KZT","2100","KZT","","Мойка"
"01.06.21","Расход","Наличные Медет ","Личный транспорт (Транспорт)","2550","KZT","2550","KZT","","Заправка"
"01.06.21","Перевод","Halyk Медет","Наличные Медет ","5000","KZT","5000","KZT","",""
"01.06.21","Перевод","Halyk Медет","Kaspi Медет ","25000","KZT","25000","KZT","",""
"01.06.21","Перевод","Halyk Медет","Сбербанк","65000","KZT","65000","KZT","",""
"01.06.21","Доход","Halyk Медет","Зарплата Медет","165818","KZT","165818","KZT","",""
"31.05.21","Перевод","Kaspi Медет "," Ipont","16203","KZT","16203","KZT","",""
"31.05.21","Перевод","Kaspi Айкумiс ","Kaspi Медет ","6000","KZT","6000","KZT","",""
"31.05.21","Расход","Наличные Айкумiс ","Продукты","150","KZT","150","KZT","","Корм"
"31.05.21","Расход","Kaspi Айкумiс ","Кафе","2500","KZT","2500","KZT","","Просуши"
"31.05.21","Расход","Kaspi Айкумiс ","Необходимое (Продукты)","150","KZT","150","KZT","","Обед"
"31.05.21","Расход","Kaspi Айкумiс ","Автобус (Транспорт)","80","KZT","80","KZT","",""
"31.05.21","Расход","Kaspi Медет ","Продукты","704","KZT","704","KZT","","Обед"
"31.05.21","Расход","Сбербанк","Платежи","200","KZT","200","KZT","","Комиссия "
"31.05.21","Перевод","Сбербанк","Kaspi Медет ","640","KZT","640","KZT","",""
"31.05.21","Перевод","Halyk Медет","Kaspi Медет ","380.43","KZT","380.43","KZT","",""
"30.05.21","Расход","Kaspi Айкумiс ","Разное (Покупки)","2272","KZT","2272","KZT","","Солнечный"
"30.05.21","Расход","Kaspi Айкумiс ","Необязательное (Продукты)","550","KZT","550","KZT","","Перекус"
"30.05.21","Расход","Наличные Медет ","Личный транспорт (Транспорт)","2600","KZT","2600","KZT","","Заправка "
"30.05.21","Перевод","Наличные Айкумiс ","Наличные Медет ","1000","KZT","1000","KZT","",""
"30.05.21","Расход","Наличные Медет ","Общие (Платежи)","1020","KZT","1020","KZT","","Доставка"
"30.05.21","Расход","Наличные Медет ","Личный транспорт (Транспорт)","600","KZT","600","KZT","","Колесо"
"30.05.21","Перевод","Kaspi Медет ","Наличные Медет ","500","KZT","500","KZT","",""
"30.05.21","Перевод","Halyk Медет","Наличные Медет ","2500","KZT","2500","KZT","",""
"30.05.21","Расход","Наличные Медет ","Личный транспорт (Транспорт)","2000","KZT","2000","KZT","","Заправка "
"29.05.21","Расход","Kaspi Айкумiс ","Необходимое (Продукты)","1357","KZT","1357","KZT","",""
"29.05.21","Перевод","Вложение в бизнес","Kaspi Айкумiс ","3600","KZT","3600","KZT","",""
"29.05.21","Расход","Наличные Медет ","Необязательное (Продукты)","1900","KZT","1900","KZT","","Сансевен"
"28.05.21","Расход","Kaspi Айкумiс ","Продукты","330","KZT","330","KZT","","Обед"
"28.05.21","Перевод","Kaspi Айкумiс ","Нам должны","7500","KZT","7500","KZT","","Асеме"
"28.05.21","Перевод","Нам должны","Kaspi Айкумiс ","10000","KZT","10000","KZT","",""
"28.05.21","Расход","Kaspi Айкумiс ","Автобус (Транспорт)","160","KZT","160","KZT","",""
"28.05.21","Перевод","Наличные Медет ","Kaspi Медет ","500","KZT","500","KZT","",""
"28.05.21","Расход","Наличные Медет ","Продукты","155","KZT","155","KZT","","Вода"
"28.05.21","Расход","Наличные Медет ","Продукты","860","KZT","860","KZT","","Чай",""
"28.05.21","Расход","Наличные Медет ","Общие (Платежи)","7000","KZT","7000","KZT","","Газ"
"28.05.21","Расход","Halyk Медет","Общие (Платежи)","50","KZT","50","KZT","","Обслуживание "
"28.05.21","Перевод","Наличные Медет ","Нам должны","10000","KZT","10000","KZT","",""
"28.05.21","Расход","Наличные Медет ","Подарки","10000","KZT","10000","KZT","",""
"28.05.21","Перевод","Кошелёк ","Наличные Медет ","30000","KZT","30000","KZT","",""
"27.05.21","Расход","Kaspi Айкумiс ","Автобус (Транспорт)","160","KZT","160","KZT","",""
"27.05.21","Расход","Kaspi Айкумiс ","Необходимое (Продукты)","100","KZT","100","KZT","","Вода"
"27.05.21","Расход","Kaspi Айкумiс ","Подарки","500","KZT","500","KZT","","Асеме"
"27.05.21","Расход","Halyk Медет","Личный транспорт (Транспорт)","2595","KZT","2595","KZT","","Заправка "
"25.05.21","Расход","Halyk Айкумiс ","Автобус (Транспорт)","160","KZT","160","KZT","",""
"25.05.21","Расход","Наличные Айкумiс ","Необходимое (Продукты)","190","KZT","190","KZT","","Вода"
"25.05.21","Расход","Halyk Медет","Продукты","3595","KZT","3595","KZT","","Овощи"
"25.05.21","Расход","Halyk Медет","Необходимое (Продукты)","7000","KZT","7000","KZT","",""
"25.05.21","Перевод","Halyk Медет","Наличные Медет ","2000","KZT","2000","KZT","",""
"25.05.21","Перевод","Halyk Медет","Наличные Айкумiс ","2000","KZT","2000","KZT","",""
"25.05.21","Перевод","Halyk Медет","Кошелёк ","140000","KZT","140000","KZT","",""
"25.05.21","Расход","Наличные Медет ","Общие (Платежи)","2185","KZT","2185","KZT","","Разница командировочных "
"25.05.21","Перевод","Kaspi Медет ","Наличные Медет ","1000","KZT","1000","KZT","",""
"25.05.21","Перевод","Kaspi Айкумiс ","Kaspi Медет ","100","KZT","100","KZT","",""
"24.05.21","Расход","Halyk Айкумiс ","Продукты","300","KZT","300","KZT","",""
"24.05.21","Расход","Halyk Айкумiс ","Продукты","345","KZT","345","KZT","",""
"24.05.21","Расход","Halyk Айкумiс ","Автобус (Транспорт)","160","KZT","160","KZT","",""
"24.05.21","Расход","Наличные Медет ","Продукты","500","KZT","500","KZT","","Вода"
"23.05.21","Расход","Halyk Айкумiс ","Продукты","1000","KZT","1000","KZT","","Солнечный "
"23.05.21","Расход","Halyk Айкумiс ","Автобус (Транспорт)","160","KZT","160","KZT","",""
"23.05.21","Расход","Kaspi Айкумiс ","Уход за собой","3000","KZT","3000","KZT","","Ногти"
"23.05.21","Перевод","Вложение в бизнес","Kaspi Айкумiс ","3900","KZT","3900","KZT","",""
"23.05.21","Перевод","Halyk Медет","Наличные Медет ","1000","KZT","1000","KZT","",""
"23.05.21","Расход","Kaspi Медет ","Необходимое (Продукты)","1336","KZT","1336","KZT","","В дорогу"
"23.05.21","Перевод","Kaspi Айкумiс ","Kaspi Медет ","2000","KZT","2000","KZT","",""
"22.05.21","Перевод","Halyk Айкумiс ","Kaspi Айкумiс ","1000","KZT","1000","KZT","",""
"22.05.21","Расход","Kaspi Айкумiс ","Подарки","500","KZT","500","KZT","","Жузире"
"22.05.21","Расход","Halyk Айкумiс ","Необходимое (Продукты)","170","KZT","170","KZT","","Кефир"
"22.05.21","Расход","Kaspi Медет ","Необязательное (Продукты)","2200","KZT","2200","KZT","","Шубат"
"22.05.21","Расход","Kaspi Медет ","Необходимое (Продукты)","619.8","KZT","619.8","KZT","",""
"22.05.21","Расход","Kaspi Медет ","Платежи","5075","KZT","5075","KZT","","Документы"
"22.05.21","Расход","Halyk Айкумiс ","Автобус (Транспорт)","320","KZT","320","KZT","",""
"22.05.21","Расход","Kaspi Медет ","Необходимое (Продукты)","190","KZT","190","KZT","","Вода"
"21.05.21","Расход","Kaspi Айкумiс ","Необязательное (Продукты)","650","KZT","650","KZT","","К столу Лауре"
"21.05.21","Расход","Halyk Айкумiс ","Автобус (Транспорт)","160","KZT","160","KZT","",""
"21.05.21","Расход","Kaspi Медет ","Необходимое (Продукты)","1404","KZT","1404","KZT","",""
"20.05.21","Расход","Kaspi Айкумiс ","Общие (Платежи)","2000","KZT","2000","KZT","","Доставка"
"19.05.21","Расход","Kaspi Медет ","Необходимое (Продукты)","2773","KZT","2773","KZT","",""
"19.05.21","Расход","Kaspi Медет ","Машина (Покупки)","10000","KZT","10000","KZT","","Колонки"
"19.05.21","Расход","Kaspi Айкумiс ","Необходимое (Продукты)","550","KZT","550","KZT","","Вода "
"19.05.21","Расход","Halyk Айкумiс ","Автобус (Транспорт)","160","KZT","160","KZT","",""
"19.05.21","Перевод","Halyk Айкумiс ","Kaspi Айкумiс ","30000","KZT","30000","KZT","",""
"18.05.21","Перевод","Kaspi Айкумiс ","Вложение в бизнес","43720.86","KZT","43720.86","KZT","",""
"18.05.21","Расход","Kaspi Айкумiс ","Общие (Платежи)","415.35","KZT","415.35","KZT","","Комиссия "
